id,doc,frame,minority,linguistic_minority,religious_minority,social_class_minority,sexual_orientation_minority,ethnic_minority,national_minority,other_minority,disabled_minority,age_numerical,income,citizenship,education,political_left_right,exp_housing_discrim,city_district,city_neighborhood,prof_situation,fear_forced_out,seen_landlord_pressure,changes_in_community,seen_renovations,neighborhood_connection,respect_rules,neighbhorhood_crime,env_pollution_impact,climate_concern,age,city,country,preframe_densifproj_acceptance,postframe_densifproj_acceptance,densifproj_on_rent,densifproj_on_social,politics,politics_w_extremes,gender_Female,gender_Male,gender_Non-binary,gender_Prefer not to say,Group.1,imce_RentContr,imce_InclZon,imce_Partic,imce_nonProf,imce_dens,imce_mixUse,imce_ClimNeutr
R_2YKWL6Shh9d4aV2,I am totaly against any international for-profit companies buying any more housing. Most of it is illegal and untaxed. I do not trust private landlords and feel that government should be the driver in building and protecting rents,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,5.0,National,Secondary school certificate,2.0,No,Kingston upon Thames,Tolworth & Hook Rise,Not working (retired),-2,-2,1,2,1,-1,1,8.0,2,5,London,United Kingdom,-1,-1,1,1,liberal,liberal,0,1,0,0,R_2YKWL6Shh9d4aV2,-0.0480531012892819,0.518610632554933,0.368359282828639,0.749389696216607,-0.847770988530902,0.377481932519461,0.221975614419034
R_3jcjZdr1axJWQki,Density and climate change ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5.0,National,Master's degree,1.0,No,Bexley,Falconwood & Welling,Employed (full-time),-2,-2,0,-1,-2,-2,-1,10.0,2,4,London,United Kingdom,1,1,0,0,liberal,liberal,0,1,0,0,R_3jcjZdr1axJWQki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3kb5SnWNhsSFh3j,Tried to balance the needs for building sense of community ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,National,Master's degree,4.0,Do not know,Croydon,Sanderstead,Not working (retired),-1,0,0,2,1,0,0,7.0,1,5,London,United Kingdom,-1,-1,1,0,moderate,moderate,1,0,0,0,R_3kb5SnWNhsSFh3j,0.0159003990948105,0.606669875488022,0.649314674107889,-0.409519859909446,-0.196092505633358,-0.0551037764157217,0.423642119735359
R_1Nk57p2XomgVIka,Generally all proposals work for one reason or the other. It is better to go up than out on green / brown space,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,National,Secondary school certificate,3.0,No,Westminster,Knightsbridge & Belgravia,Employed (full-time),-1,-1,1,1,1,-1,0,3.0,1,4,London,United Kingdom,-1,1,1,0,moderate,moderate,0,1,0,0,R_1Nk57p2XomgVIka,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1PRclYqVtasrpTO,Too many people living in an area creates huge chaos with parking and utility services,neighborhood,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,National,No school certificate,1.0,No,Harrow,Queensbury,Not working (retired),-1,-2,2,2,-2,2,-2,8.0,1,5,London,United Kingdom,0,0,1,1,liberal,liberal,1,0,0,0,R_1PRclYqVtasrpTO,-0.360375630306702,0.496294434329458,0.815324178057339,0.398386730522521,-0.309301631440695,0.0,0.315569872602815
R_2SjePub1WCEKqxm,Climate change inclusion in proposal one,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.0,National,Master's degree,1.0,No,Barnet,Garden Suburb,Employed (full-time),2,1,1,1,1,2,-2,3.0,0,3,London,United Kingdom,0,-1,0,-1,liberal,liberal,1,0,0,0,R_2SjePub1WCEKqxm,-0.1407384751157,-0.121653509345751,-0.120484189871505,-0.110986881624056,0.461756382966735,-0.167623369117607,0.209581189492456
R_1jwBiXlH6FgYS18,More about the impact on the area as a whole,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,5.0,National,Secondary school certificate,4.0,No,Enfield,Bush Hill Park,Employed (full-time),-1,0,0,1,0,-2,-2,5.0,2,5,London,United Kingdom,0,-2,-1,1,moderate,moderate,0,1,0,0,R_1jwBiXlH6FgYS18,0.203168732130091,0.392204114673305,0.210900517229032,-0.0184432456645282,-0.269366394322136,-0.241729806664695,-0.310947278321175
R_2fwVbAQF5buaOK8,I think mixed housing increases diversity within an area,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,National,Bachelor's degree,4.0,No,Sutton,Worcester Park,Not working (retired),-2,-2,0,-1,-1,0,1,2.0,1,5,London,United Kingdom,1,1,0,1,moderate,moderate,0,1,0,0,R_2fwVbAQF5buaOK8,-0.0949152596163387,-0.112412510179544,-0.0968558168321052,0.214835056331339,-0.2512994514932,-0.142656929705118,0.249541881427417
R_2Yhyv3hsxDCrh2b,"don't believe large population increases in my area would be good, as roads are already overcrowded.",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,National,Apprenticeship,2.0,No,Havering,Squirrel's Heath,Not working (retired),-2,-2,1,1,0,0,1,6.0,1,5,London,United Kingdom,1,-1,1,1,liberal,liberal,0,1,0,0,R_2Yhyv3hsxDCrh2b,0.549007104963828,0.20551439882235,-0.299542509308024,0.0413152615822967,-0.586048960750055,-0.0885088802948698,0.104105491837009
R_2aVu0Hq4qODaf7Y,Too many people ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.0,National,Bachelor's degree,4.0,No,Islington,Junction,Employed (full-time),0,0,1,0,-1,-2,-2,5.0,0,4,London,United Kingdom,-3,0,0,1,moderate,moderate,0,1,0,0,R_2aVu0Hq4qODaf7Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_2oivf8KpfNwBGEx,"Lower densification figures, although not happy with any increase in densification",district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,5.0,National,Apprenticeship,5.0,No,Havering,Hacton,Not working (retired),-2,-2,0,-2,0,-1,1,2.0,0,5,London,United Kingdom,-2,-2,0,1,conservative,conservative,0,1,0,0,R_2oivf8KpfNwBGEx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1r2eaONyalw2Fbh,I feel that commitment to aid climate change is really important ,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,National,Higher education entrance qualification,3.0,No,Hammersmith and Fulham,Parsons Green & Walham,Not working (disability/illness),-1,-2,1,1,-1,0,-2,5.0,1,3,London,United Kingdom,0,0,0,0,moderate,moderate,1,0,0,0,R_1r2eaONyalw2Fbh,-0.179165739421332,0.279058824006597,-0.103131397814418,0.217524610455401,0.345244931690314,0.0,0.164320039209298
R_21ptjN6CXhQx7L2,"I'm against investment, particularly foreign, profiting from housing",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,9.0,National,Doctoral degree,1.0,No,Southwark,Dulwich Village,Not working (retired),-2,-1,-1,1,2,-2,1,3.0,2,5,London,United Kingdom,0,1,0,1,liberal,liberal,0,1,0,0,R_21ptjN6CXhQx7L2,0.733735701870075,0.1194599304954,0.229479549700839,0.406969696386559,-0.535519408787656,-0.529712765486794,0.0321077216567379
R_2q1r4KpH1NBMQme,"I am generally in favour of modest, rather than high-intensity, development. More housing is needed in many areas especially for key workers",district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,3.0,National,Master's degree,3.0,No,Kingston upon Thames,Coombe Vale,Employed (part-time),-1,-1,0,0,0,0,-1,6.0,1,5,London,United Kingdom,-1,-1,0,0,moderate,moderate,0,1,0,0,R_2q1r4KpH1NBMQme,-0.170249705570641,-0.2881533968718,-0.274757282587236,-0.412512087279492,-0.372041837576803,-0.201229042807046,0.0974026449882549
R_25uepVsywlARKru,No need for new building in Kingston while approx 30% of retail space is vacant.,neighborhood,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,4.0,National,Higher education entrance qualification,2.0,Do not know,Kingston upon Thames,Canbury,Not employed (unemployed),0,2,1,1,-1,1,-1,7.0,1,4,London,United Kingdom,0,0,1,-1,liberal,liberal,0,1,0,0,R_25uepVsywlARKru,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3nqrJ0RY3xwrhXz,I live next to a large Royal Park and wouldn't like to see too much new building going on but there are a few places that have a little extra land that could be built on to compliment the area ,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,5.0,National,Higher education entrance qualification,4.0,Do not know,Richmond upon Thames,Teddington,Not working (retired),-1,-1,0,0,0,-1,-1,5.0,1,5,London,United Kingdom,0,-1,1,-2,moderate,moderate,1,0,0,0,R_3nqrJ0RY3xwrhXz,-0.53773600194554,-0.554385100655353,-0.601525428608276,0.378859079567974,-0.519721863929049,-0.438291959751494,0.409248996949345
R_22FfsBHsSpQ4OMd,Population density in Enfield is already too high.,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,6.0,National,Master's degree,5.0,No,Enfield,Southgate,Not working (retired),-1,-2,1,2,0,-1,1,3.0,2,5,London,United Kingdom,-1,-1,0,1,conservative,conservative,0,1,0,0,R_22FfsBHsSpQ4OMd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1ooKxHTItHbbaX9,Rent caps and climate neutral ,district,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,4.0,National,Bachelor's degree,3.0,No,Sutton,Cheam,Employed (part-time),-2,-1,-1,-1,-1,0,0,7.0,2,4,London,United Kingdom,-1,0,-2,1,moderate,moderate,1,0,0,0,R_1ooKxHTItHbbaX9,0.196087949231816,0.123103408509442,0.388093374167335,0.184833594351463,-0.0128043092734703,0.0,0.548696359456324
R_3R1QCk1Ptu8CPHZ,Too much of population increase,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,8.0,National,Higher education entrance qualification,7.0,No,Bromley,Biggin Hill,Not working (retired),-2,-1,-1,-2,1,0,-1,5.0,1,5,London,United Kingdom,-1,-1,1,1,conservative,very conservative,1,0,0,0,R_3R1QCk1Ptu8CPHZ,-0.493191754597365,0.345428978401684,0.733415447532826,-0.804564392088151,-0.387922718116168,-0.0758830440496139,0.12591626328692
R_1k1D8RePGGz9JO9,better for the people,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,8.0,National,Apprenticeship,2.0,No,Sutton,Cheam,Employed (full-time),-2,-2,0,2,-1,1,-1,7.0,2,5,London,United Kingdom,0,0,0,0,liberal,liberal,1,0,0,0,R_1k1D8RePGGz9JO9,-0.196766546656574,0.609390296561269,-0.588574437814714,-0.608412800749891,0.0877793789091114,-0.610988040174456,0.0006940160437484
R_1H614Ev2j9bOCUd,The lack of ecological specifications was a real problem for me in some proposals.,district,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,EU citizen,Master's degree,1.0,Yes,Newham,Forest Gate South,Employed (part-time),-1,1,1,0,0,1,-1,8.0,2,3,London,United Kingdom,-1,0,-1,-1,liberal,liberal,1,0,0,0,R_1H614Ev2j9bOCUd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_C1PA7Vz2hMElwMV,I was against building densification in general.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,National,Bachelor's degree,5.0,No,City of London,Aldersgate,Employed (full-time),2,1,1,1,1,-1,-1,8.0,2,3,London,United Kingdom,1,-2,-3,2,conservative,conservative,1,0,0,0,R_C1PA7Vz2hMElwMV,-0.262939099072923,-0.662516803970519,0.571455050603577,0.703962385156064,-0.614801706367691,0.609453454947885,-0.222426096134365
R_3pstFmHYfGqdLFU,Considered most important criteria for myself,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,Dual citizenship,Bachelor's degree,2.0,No,Ealing,Northfield,Employed (full-time),-1,1,0,1,0,0,0,5.0,1,3,London,United Kingdom,0,-1,0,0,liberal,liberal,1,0,0,0,R_3pstFmHYfGqdLFU,0.138674067527332,0.372540517920611,-0.398586625577569,-0.662490406496762,-0.548833403422165,-0.399931831297243,0.241546746344737
R_2veOJHmKiMDOJi1,"Important factors are affordable housing, public involvement in whole project, not-for-profit contractor",district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,National,Master's degree,1.0,No,Sutton,St Helier,Not working (retired),-1,0,1,-2,-1,2,-2,8.0,1,5,London,United Kingdom,0,-1,1,1,liberal,liberal,0,1,0,0,R_2veOJHmKiMDOJi1,-0.210493119258998,0.283950185081865,0.219843187785921,0.343626377656499,-0.509439692965089,-0.0801456192780124,-0.372917914206659
R_2VsX11NuIh3z7FZ,Proposal 1 seems fairer,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,8.0,National,Secondary school certificate,6.0,No,Sutton,Sutton South,Not working (other reason),-1,-1,-1,1,0,-1,0,1.0,2,5,London,United Kingdom,-1,-3,-2,1,conservative,conservative,0,1,0,0,R_2VsX11NuIh3z7FZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3rIfSyMnVxg1JsQ,"I believe that most proposal 1 would be best for my community and increase the populations diversity, age and more",district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,National,Master's degree,2.0,No,Merton,Graveney,Employed (full-time),-2,-1,-1,2,2,-2,2,10.0,2,2,London,United Kingdom,-1,0,1,3,liberal,liberal,0,1,0,0,R_3rIfSyMnVxg1JsQ,0.0701609172521274,0.211482430387762,0.768014745769667,0.0340042427834353,-0.342200373113722,-0.267483626629285,-0.0377817442962751
R_vAp0t4UioPLWSZj,I like the idea of a capitalist type investment so those are the type of proposals I like,district,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,9.0,National,Bachelor's degree,7.0,No,Brent,Kensal Green,Employed (full-time),0,0,0,0,0,0,0,1.0,2,5,London,United Kingdom,0,0,0,0,conservative,very conservative,0,1,0,0,R_vAp0t4UioPLWSZj,0.39010474535664,0.182739836161741,-0.570732967302022,-0.392048117384568,0.439649990444976,0.540974003157767,-0.241142570930773
R_30hMyZ4BlL6BVQU,The term and condition are generally accepted,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,National,Secondary school certificate,5.0,No,Barnet,Burnt Oak,Employed (full-time),-1,1,1,0,0,1,2,4.0,2,3,London,United Kingdom,2,1,1,1,conservative,conservative,0,1,0,0,R_30hMyZ4BlL6BVQU,0.309946207167724,-0.154741150646119,0.467706145658229,-0.198039931037028,0.178753035491569,-0.0874294621200447,0.353327562696319
R_1Q6GtJA3bLSldtn,Building more accommodation just increases the already overpopulated community that I live in.,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,National,Secondary school certificate,4.0,No,Brent,Stonebridge,Employed (full-time),-1,-1,0,2,-1,1,-2,4.0,-1,3,London,United Kingdom,1,0,-2,0,moderate,moderate,0,1,0,0,R_1Q6GtJA3bLSldtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_27PEvp9vPkVzs3M,Best fit for me ,neighborhood,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,9.0,National,Bachelor's degree,3.0,No,Waltham Forest,Leyton,Employed (full-time),-2,-2,1,1,2,1,1,8.0,1,3,London,United Kingdom,1,1,0,0,moderate,moderate,0,1,0,0,R_27PEvp9vPkVzs3M,-0.266222872393767,-0.326934666109349,0.0,-0.127999021221664,0.893700835982853,-0.243550548918315,0.285303216045198
R_2CNQOr1OTCEwv5C,I think density is already too high ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,National,Bachelor's degree,5.0,No,Croydon,South Croydon,Employed (full-time),-2,-2,1,-1,0,-1,0,3.0,1,3,London,United Kingdom,-1,-2,0,-1,conservative,conservative,0,1,0,0,R_2CNQOr1OTCEwv5C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_9YoagUu8mRFpFWp,"Already over-built. Change building usage, don't build more.",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,6.0,National,Higher education entrance qualification,4.0,No,Sutton,Worcester Park,Employed (full-time),-2,-2,-2,0,1,0,0,2.0,-2,5,London,United Kingdom,-2,-2,0,0,moderate,moderate,0,1,0,0,R_9YoagUu8mRFpFWp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_ptLrfMkR2ba641j,"Whilst I don't mind increases in density in principle. I think a 50% increase is too much for the area amenities. Also, a rent cap of 10% per year is clearly too high.",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,8.0,National,Bachelor's degree,3.0,No,Lambeth,Tulse Hill,Employed (full-time),-1,0,-1,1,2,-1,1,7.0,2,3,London,United Kingdom,0,0,1,1,moderate,moderate,0,1,0,0,R_ptLrfMkR2ba641j,0.211343559723472,0.0057317934080757,0.154088246771475,-0.0473018160581574,-0.0788177815334424,0.361941873987885,0.0586658188853495
R_1LqeyAoBDrCma0R,"I want my area to be like it was, I had developments, its choking out the common folk here",district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,National,Secondary school certificate,5.0,No,Wandsworth,Shaftesbury,Employed (part-time),-1,-2,1,1,-1,-1,0,5.0,-2,3,London,United Kingdom,-1,0,2,-1,conservative,conservative,0,1,0,0,R_1LqeyAoBDrCma0R,0.0317334759072424,0.270775402333583,-0.0089600580806632,-0.213481479007158,0.491209907408268,0.0033507070513652,-0.160285280703622
R_3DnCOzTjFKdEKGK,Different reasons for different proposals. But all had to be net zero compliant. ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,National,Doctoral degree,5.0,No,Lewisham,New Cross,Employed (part-time),-2,-2,-1,1,1,1,0,2.0,2,4,London,United Kingdom,0,1,0,1,conservative,conservative,0,1,0,0,R_3DnCOzTjFKdEKGK,-0.312266932559762,0.450302890315058,-0.238601776685413,0.99009900990099,0.0587183443707477,-0.254861692952209,-0.261577463131599
R_u7CKPXMUQWZUsBX,Didn't like the cost or overpopulation,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,National,Secondary school certificate,7.0,No,Havering,Emerson Park,Employed (full-time),-1,-1,1,0,0,-1,0,3.0,0,3,London,United Kingdom,0,0,-1,-3,conservative,very conservative,0,1,0,0,R_u7CKPXMUQWZUsBX,0.102075252696609,-0.321939262253138,0.114618207682786,-0.194114770335675,-0.990099009900989,-0.344540978710075,0.246007041457004
R_3kESV8YbBC9HpEk,"It doesn't really affect me much, considering my current housing situation, but I think affordable housing is necessary and I don't agree with the idea of people going homeless",district,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,National,Higher education entrance qualification,3.0,Do not know,Haringey,Hornsey,Not working (disability/illness),-2,-2,0,0,0,0,0,5.0,0,2,London,United Kingdom,0,0,1,0,moderate,moderate,0,1,0,0,R_3kESV8YbBC9HpEk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3F5mP5JuvR3YYdk,I would like mixed use with restaurants and shops to bring more life to the neighbourhood,neighborhood,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0,5.0,Dual citizenship,Bachelor's degree,3.0,No,Lambeth,Oval,Employed (full-time),1,-1,0,1,1,0,1,3.0,0,3,London,United Kingdom,1,2,1,-1,moderate,moderate,0,1,0,0,R_3F5mP5JuvR3YYdk,0.0,-0.0970865600643791,-0.0945262211533667,0.254774662952013,-0.34415506680644,-0.136176646896603,-0.203650049173853
R_YSmUAtLUl9DAx69,brings community together,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,National,Master's degree,7.0,No,Greenwich,Blackheath Westcombe,Employed (full-time),-1,-1,0,0,1,-1,1,2.0,-1,4,London,United Kingdom,1,1,2,0,conservative,very conservative,0,1,0,0,R_YSmUAtLUl9DAx69,-0.0432345728103992,-0.390823869259337,0.93451303168956,-0.355595400730788,-0.047424935861082,-0.218764747963799,0.0884146827173023
R_3P78JaKRcHaTG8b,"rent cap, limited increase population, residents involvement in the project",neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,EU citizen,Master's degree,2.0,No,Islington,Finsbury Park,Employed (full-time),-1,-1,1,1,1,-1,0,6.0,2,3,London,United Kingdom,0,1,1,2,liberal,liberal,0,1,0,0,R_3P78JaKRcHaTG8b,0.569721002295923,-0.182188083267889,0.0,-0.538197469538434,-0.67146640868283,0.563991625007683,0.0021099100875226
R_OxmGCIb3YnFLke5,Rent controls were the most important factor for me.,district,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,8.0,Dual citizenship,Bachelor's degree,1.0,No,Southwark,Newington,Not working (retired),1,-2,0,2,1,0,-1,5.0,1,5,London,United Kingdom,0,-1,1,-1,liberal,liberal,0,1,0,0,R_OxmGCIb3YnFLke5,0.333867151138461,0.688650199094053,0.145573228167352,-0.1428631645532,-0.113888214858464,-0.506468570474568,-0.301675442359346
R_3DqqjoJkJbdz25L,"I adopted a middle of the road stance, against the criterion: 'is this reasonable.'  I am also less concerned with the fine detail than with the 'how' of the project. Implementation is as important as the strategy, and in the UK most projects succeed or fail because of how they are implemented rather the nature of the concept.",other district,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,EU citizen,Master's degree,5.0,No,Harrow,Pinner,Employed (part-time),-2,-2,0,2,2,-1,-1,3.0,2,5,London,United Kingdom,-2,1,0,1,conservative,conservative,0,1,0,0,R_3DqqjoJkJbdz25L,0.299803353525114,-0.127895051363572,-0.122553138726788,-0.272934422639365,0.20716683320235,-0.0832546065651515,0.332845041139702
R_1PTXxIi9cnZOLLV,Basically I prefer such projects to be financed and completed by government/local authorities,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,National,Bachelor's degree,3.0,No,Haringey,Tottenham Green,Not working (retired),-1,-1,1,1,1,-1,0,6.0,2,5,London,United Kingdom,-1,0,1,-1,moderate,moderate,0,1,0,0,R_1PTXxIi9cnZOLLV,0.611040384970008,0.0,-0.603349267211429,0.627095027107859,-0.690792962141124,0.466602346190986,0.369381380535093
R_3pfiTDKgWAXR4UY,no more building full stop!! there's been too much of it over the years,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5.0,National,Secondary school certificate,6.0,No,Westminster,West End,Employed (full-time),-1,-2,0,2,2,-1,1,7.0,1,4,London,United Kingdom,-3,-3,0,2,conservative,conservative,0,1,0,0,R_3pfiTDKgWAXR4UY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_6GuLcm7b9gsTlCx,I think density is large enough as the more people we have increases traffic which is not good for everyday living ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4.0,National,No school certificate,4.0,No,Harrow,Pinner,Not working (retired),-1,-1,2,2,1,2,-2,6.0,0,5,London,United Kingdom,-3,-3,2,3,moderate,moderate,0,1,0,0,R_6GuLcm7b9gsTlCx,-0.277949681527662,-0.219898501427856,0.605391306227369,-0.166244151538359,-0.665989739796826,0.632659266122009,-0.40722364710038
R_1LSsqJOrdhWc5uN,"I'M AGAINST ANY FORM OF RENT CONTROL BECAUSE IT IS ANTI-COMPETITIVE AND IT PENALISES PRIVATE SECTOR LANDLORDS IN AN ERA OF INFLATIONARY GROWTH. I DISLIKE AND ABHORR 100% DENSIFICATION BECAUSE IT PUTS TOO MUCH PRESSURE ON EXISTING INFRASTRUCTURE, SCHOOLS, HOSPITALS AND DOCTOR'S SURGERIES AND MAKES LIFE A LOT HARDER FOR EXISTING RESIDENTS IN THE AREA.",district,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,46.0,6.0,National,Higher technical examination,4.0,No,Harrow,Kenton East,Employed (full-time),-2,-1,0,1,1,-1,0,7.0,2,4,London,United Kingdom,-1,-1,1,1,moderate,moderate,0,1,0,0,R_1LSsqJOrdhWc5uN,0.102810036013123,-0.318884325814411,0.160553319040275,-0.241659221826271,-0.247127791784922,0.130623040890241,0.138106884677139
R_1dKt0Htk5s3FnDA,Rent increases should be limited to 5%.  The project should include affordable housing and a mix of apartments and commercial.,neighborhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,4.0,National,Higher technical examination,2.0,No,Hillingdon,Northwood,Not working (retired),-1,0,-1,-1,1,-1,1,4.0,1,5,London,United Kingdom,0,1,0,2,liberal,liberal,0,1,0,0,R_1dKt0Htk5s3FnDA,0.0282257492131507,0.833403692048314,-0.354366027986062,-0.377672878200743,-0.426663368008675,0.847858907751471,0.0555896486091346
R_3gXA40XZA3UjlFD,I was checking mostly the max level of rental increases ,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,National,Master's degree,3.0,No,Westminster,Bayswater,Employed (full-time),-2,0,0,1,-1,-1,0,7.0,1,3,London,United Kingdom,-1,2,1,-1,moderate,moderate,0,1,0,0,R_3gXA40XZA3UjlFD,0.689023815088452,-0.598719569629392,0.143134257189787,-0.0505509106674927,-0.117509060936888,-0.53797109216497,-0.327977185039208
R_1dGkJPqahsXigQR,any increase needs to have an increase in infrastructure which doesnt happen,district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,4.0,National,Higher technical examination,2.0,No,Redbridge,South Woodfordall,Not working (retired),0,-1,0,1,0,0,0,8.0,2,5,London,United Kingdom,0,-3,2,0,liberal,liberal,0,1,0,0,R_1dGkJPqahsXigQR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_3IT7tuNEbvk6Gky,"I reject all proposals as they do not all include rent, density & resident control, climate neutral UK financing",other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,3.0,National,Bachelor's degree,6.0,No,Greenwich,Greenwich West,Employed (part-time),-1,-1,1,1,-1,0,-1,3.0,1,5,London,United Kingdom,0,0,0,-1,conservative,conservative,0,1,0,0,R_3IT7tuNEbvk6Gky,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1kYdg9HVAIDrpuF,"Development will happen regardless, the problem is that no provision for parking is ever adequate for the size of the development and there will never be enough charging points for all the cars that any of the proposals will create, neither will there be concessions for deliveries and the town will choke with far too many cycle lanes and petty parking restrictions along with fewer car parks. Retailing will be killed off by the councils plans even though more housing is essential.",district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,7.0,National,Higher education entrance qualification,7.0,No,Kingston upon Thames,Berrylands,Not working (retired),0,-1,0,2,-1,-1,1,2.0,-1,5,London,United Kingdom,-1,1,0,-1,conservative,very conservative,0,1,0,0,R_1kYdg9HVAIDrpuF,0.857584655859964,-0.273863944353813,-0.279940118736628,0.411580887416046,-0.0138807759521543,0.0,0.0269840341161264
R_2VlnqGQynEvrlmP,not in favour of any development in existing built up areas,other district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,5.0,National,Higher education entrance qualification,5.0,No,Richmond upon Thames,Teddington,Not working (retired),-1,-1,1,1,1,-1,0,7.0,1,5,London,United Kingdom,-2,-1,1,-2,conservative,conservative,0,1,0,0,R_2VlnqGQynEvrlmP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
